"S.No.","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Manufacturer","Model","Type","Price.y","MPG.city","MPG.highway","AirBags","DriveTrain","Cylinders","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","5","7","8","4","6","2","NA","10","9","0"
3402,"Hyundai i20 Sportz Option Diesel","Hyderabad",2012,42600,"Diesel","Manual","First",23,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
3403,"Honda Jazz 1.2 V CVT i VTEC","Coimbatore",2018,12794,"Petrol","Automatic","First",19,1199,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3404,"Maruti Swift 1.3 VXi","Jaipur",2006,125000,"Petrol","Manual","Fourth & Above",16.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,NA,NA,NA
3405,"Honda CR-V 2.4 AT","Hyderabad",2014,88046,"Petrol","Automatic","First",10.1,2354,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",13.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
3406,"Mercedes-Benz A Class A180 CDI","Bangalore",2014,8000,"Diesel","Automatic","Second",20,2143,107.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",19.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3407,"Mahindra XUV500 AT W10 AWD","Coimbatore",2018,82739,"Diesel","Automatic","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,16.77,NA,NA,NA,NA,NA,NA,NA,NA
3408,"Mahindra Bolero SLX 2WD","Bangalore",2006,193000,"Diesel","Manual","Third",13.6,2523,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA
3409,"Renault Scala RxL AT","Mumbai",2013,7000,"Petrol","Automatic","First",17.97,1498,99.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
3410,"Land Rover Freelander 2 HSE SD4","Ahmedabad",2012,60000,"Diesel","Automatic","Second",12.35,2179,187.74,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",23.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3411,"Maruti Alto 800 VXI","Pune",2017,38000,"Petrol","Manual","First",22.74,796,47.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
3412,"Toyota Etios G","Kochi",2013,56344,"Petrol","Manual","First",17.6,1496,88.73,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
3413,"Hyundai i20 Sportz Option","Mumbai",2014,17858,"Petrol","Manual","First",17,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.32,NA,NA,NA,NA,NA,NA,NA,NA,NA
3414,"Hyundai i10 Sportz","Hyderabad",2012,53000,"Petrol","Manual","First",20.36,1197,78.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
3415,"Maruti Swift VDI BSIV","Kochi",2016,67906,"Diesel","Manual","First",25.2,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
3416,"Hyundai EON Magna Plus","Hyderabad",2015,19000,"Petrol","Manual","First",21.1,814,55.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3417,"BMW 3 Series 320d","Mumbai",2010,67000,"Diesel","Automatic","Second",22.69,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3418,"Tata Indigo XL Classic Dicor","Delhi",2011,80000,"Diesel","Manual","First",23.57,1396,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
3419,"Maruti Alto 800 LXI","Delhi",2015,61000,"Petrol","Manual","First",22.74,796,47.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3420,"Volkswagen Polo Diesel Highline 1.2L","Pune",2010,39000,"Diesel","Manual","First",22.07,1199,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
3421,"Toyota Corolla Altis VL AT","Ahmedabad",2014,59000,"Petrol","Automatic","First",14.28,1798,138.03,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3422,"Hyundai Santro Xing GLS","Hyderabad",2008,80931,"Petrol","Manual","First",17.92,1086,62.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3423,"Maruti Swift ZXI","Kolkata",2016,34000,"Petrol","Manual","First",20.4,1197,81.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
3424,"Renault Scala Diesel RxL","Hyderabad",2013,130000,"Diesel","Manual","First",21.64,1461,84.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3425,"Maruti Vitara Brezza ZDi Plus","Coimbatore",2018,52380,"Diesel","Manual","First",24.3,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
3426,"Nissan Micra XV","Kolkata",2011,44000,"Petrol","Manual","First",18.06,1198,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
3427,"Ford Figo Diesel EXI","Hyderabad",2015,84000,"Diesel","Manual","First",20,1399,68.05,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
3428,"Honda CR-V 2.0 AT","Kochi",2017,41697,"Petrol","Automatic","First",13.1,1997,141.1,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",16.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
3429,"Nissan Terrano XV 110 PS","Pune",2014,163000,"Diesel","Manual","First",19.01,1461,108.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3430,"Toyota Etios Liva 1.2 G","Chennai",2011,42000,"Petrol","Manual","Second",17.71,1197,78.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3431,"Hyundai i20 Asta 1.4 CRDi","Jaipur",2013,129000,"Diesel","Manual","Third",21.27,1396,88.76,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
3432,"Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai",2015,32200,"Petrol","Manual","Second",18.16,1196,86.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3433,"Mitsubishi Pajero 2.8 GLX CRZ","Mumbai",2004,129000,"Diesel","Manual","First",10.5,2835,107.2,"Audi","100","Midsize",37.7,19,26,"Driver & Passenger","Front","6",172,5500,2535,"Yes",21.1,193,106,70,37,31,17,3405,"non-USA",NA,NA,NA,NA,3.45,NA,NA,NA,NA,NA
3434,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2014,40000,"Diesel","Automatic","First",17.11,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3435,"Toyota Innova 2.0 E","Delhi",2006,150000,"Petrol","Manual","First",12.4,1998,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA
3436,"Chevrolet Aveo U-VA 1.2 LS","Jaipur",2007,140000,"Petrol","Manual","First",15.26,1150,74.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
3437,"Hyundai Getz GLS","Hyderabad",2006,63181,"Petrol","Manual","First",15.3,1341,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
3438,"Honda Amaze S i-Dtech","Kolkata",2013,39575,"Diesel","Manual","First",25.8,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3439,"Maruti Swift VDI BSIV W ABS","Pune",2010,63600,"Diesel","Manual","Second",17.8,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3440,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Coimbatore",2014,70374,"Diesel","Manual","First",22.7,1498,89.84,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.34,NA,NA,NA,NA,NA,NA,NA,NA,NA
3441,"Volkswagen CrossPolo 1.5 TDI","Kolkata",2015,26256,"Diesel","Manual","First",20.14,1498,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3442,"Hyundai Elite i20 Petrol Sportz","Delhi",2016,13460,"Petrol","Manual","First",18.6,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
3443,"Toyota Innova 2.5 V Diesel 8-seater","Chennai",2011,122000,"Diesel","Manual","Second",12.8,2494,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,10.75,NA,NA,NA,NA,NA,NA,NA
3444,"Mercedes-Benz M-Class ML 250 CDI","Kolkata",2015,58589,"Diesel","Automatic","First",15.26,2143,203.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",27.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3445,"Maruti Wagon R LX BSIII","Jaipur",2005,115000,"Petrol","Manual","Second",17.3,1061,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
3446,"Ford Endeavour 2.2 Trend AT 4X2","Pune",2016,75000,"Diesel","Automatic","First",12.62,2198,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,24,NA,NA,NA,NA,NA,NA,NA,NA
3447,"Hyundai Elite i20 Petrol Sportz","Jaipur",2016,30292,"Petrol","Manual","First",18.6,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
3448,"Honda WRV i-VTEC VX","Ahmedabad",2017,32248,"Petrol","Manual","First",17.5,1199,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3449,"Volkswagen Polo Petrol Highline 1.2L","Bangalore",2013,74000,"Petrol","Manual","First",16.47,1198,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
3450,"Honda CR-V 2.0L 2WD MT","Mumbai",2014,56100,"Petrol","Manual","First",13.7,1997,153.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3451,"Hyundai Grand i10 1.2 Kappa Asta","Bangalore",2014,61325,"Petrol","Manual","First",18.9,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
3452,"Maruti Swift Dzire VXI","Kolkata",2014,33000,"Petrol","Manual","First",19.1,1197,85.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
3453,"BMW 5 Series 2003-2012 530d","Coimbatore",2016,18090,"Diesel","Automatic","First",16.2,2993,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",45.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
3454,"Ford Ecosport 1.5 DV5 MT Ambiente","Kochi",2014,71390,"Diesel","Manual","First",22.7,1498,89.84,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.27,NA,NA,NA,NA,NA,NA,NA,NA,NA
3455,"Maruti Wagon R LXI CNG","Mumbai",2014,41000,"CNG","Manual","First",26.2,998,58.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3456,"Honda City i DTec V","Ahmedabad",2016,67000,"Diesel","Manual","First",26,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3457,"Tata Indigo LS","Chennai",2008,99000,"Diesel","Manual","Second",17,1405,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3458,"Renault Duster 110PS Diesel RxL","Pune",2014,142000,"Diesel","Manual","Second",19.01,1461,108.45,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3459,"Hyundai i10 Sportz","Chennai",2010,26966,"Petrol","Manual","First",20.36,1197,78.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3460,"Honda Jazz 1.2 SV i VTEC","Mumbai",2015,27628,"Petrol","Manual","First",18.7,1199,88.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
3461,"Maruti SX4 S Cross DDiS 200 Zeta","Hyderabad",2016,82497,"Diesel","Manual","First",23.65,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",8.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
3462,"Honda Accord VTi-L MT","Mumbai",2007,86000,"Petrol","Manual","Third",11.9,2354,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.85,NA,NA,NA,NA,NA,NA,NA,NA,NA
3463,"Volkswagen Polo Petrol Comfortline 1.2L","Coimbatore",2016,26981,"Petrol","Manual","First",16.47,1198,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.16,NA,NA,NA,NA,NA,NA,NA,NA,NA
3464,"Maruti Ritz VDi","Hyderabad",2010,110471,"Diesel","Manual","First",21.1,1248,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3465,"Honda Amaze S Petrol","Jaipur",2014,69000,"Petrol","Manual","First",19.5,1199,88.76,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3466,"Hyundai i20 1.2 Asta Option","Hyderabad",2017,12000,"Petrol","Manual","First",18.6,1197,81.83,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3467,"Renault Duster 85PS Diesel RxL","Hyderabad",2014,77500,"Diesel","Manual","First",20.45,1461,83.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
3468,"Hyundai Grand i10 Magna","Kochi",2014,48031,"Petrol","Manual","First",18.9,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
3469,"BMW 3 Series 320d Highline","Chennai",2008,170000,"Diesel","Automatic","Third",16.07,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
3470,"Ford Ecosport 1.5 DV5 MT Trend","Mumbai",2014,69565,"Diesel","Manual","First",22.7,1498,89.84,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
3471,"Volkswagen Vento 1.5 TDI Highline AT","Hyderabad",2016,45492,"Diesel","Automatic","First",21.5,1498,108.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3472,"Honda Accord 2.4 AT","Chennai",2011,85000,"Petrol","Automatic","Second",11.7,2354,177.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3473,"Chevrolet Aveo 1.4","Hyderabad",2008,55902,"Petrol","Manual","First",14.49,1399,92.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
3474,"Volkswagen Polo 1.2 MPI Highline Plus","Hyderabad",2017,18500,"Petrol","Manual","First",16.2,1199,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
3475,"Mahindra Xylo D4 BS III","Hyderabad",2015,129750,"Diesel","Manual","Second",14.95,2489,93.7,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,6.8,NA,NA,NA,NA,NA,NA,NA,NA
3476,"Hyundai i10 Magna AT","Hyderabad",2009,50902,"Petrol","Automatic","First",19.2,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3,NA,NA,NA,NA,NA,NA,NA,NA,NA
3477,"Mahindra XUV500 W8 4WD","Coimbatore",2015,84725,"Diesel","Manual","First",15.1,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA
3478,"Hyundai Elantra CRDi SX","Mumbai",2013,40000,"Diesel","Manual","Second",22.7,1582,126.24,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
3479,"Volkswagen Passat 1.8 TSI MT","Mumbai",2010,60000,"Petrol","Manual","Third",14.3,1798,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3480,"Hyundai Grand i10 1.2 Kappa Sportz","Coimbatore",2014,33496,"Petrol","Manual","First",18.9,1197,81.86,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
3481,"Hyundai i20 Asta Option 1.2","Mumbai",2015,25000,"Petrol","Manual","First",18.6,1197,81.83,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
3482,"Chevrolet Enjoy TCDi LS 8 Seater","Ahmedabad",2013,71000,"Diesel","Manual","First",18.2,1248,73.8,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA
3483,"Skoda Rapid 1.6 MPI AT Ambition Plus Alloy","Coimbatore",2015,20826,"Petrol","Automatic","First",14.3,1598,103.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
3484,"Hyundai Creta 1.6 CRDi SX","Pune",2016,42244,"Diesel","Manual","First",19.67,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",12,NA,NA,NA,NA,NA,NA,NA,NA,NA
3485,"Chevrolet Beat Diesel PS","Jaipur",2013,98598,"Diesel","Manual","First",25.44,936,57.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
3486,"Toyota Fortuner 3.0 Diesel","Delhi",2011,62100,"Diesel","Manual","First",11.5,2982,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,10.75,NA,NA,NA,NA,NA,NA,NA,NA
3487,"Hyundai i20 Sportz Option 1.2","Coimbatore",2016,44238,"Petrol","Manual","First",18.6,1197,81.83,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.72,NA,NA,NA,NA,NA,NA,NA,NA,NA
3488,"Audi Q7 3.0 TDI quattro","Coimbatore",2012,91743,"Diesel","Automatic","First",12.07,2967,241.4,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,28.55,NA,NA,NA,NA,NA,NA,NA,NA
3489,"Porsche Panamera Diesel","Bangalore",2013,19828,"Diesel","Automatic","Second",17.85,2967,NA,"BMW","535i","Midsize",30,22,30,"Driver only","Rear","4",208,5700,2545,"Yes",21.1,186,109,69,39,27,13,3640,"non-USA",NA,NA,NA,75,NA,NA,NA,NA,NA,NA
